task_id,asset_id,department,asset_type,defect_type,maintenance_type,severity,criticality,overdue_days,estimated_duration_hours,safety_risk,operational_impact,corridor_id,deadline,priority_score,priority_class
M-001493,EN-0011,Engineering,Rail,Rail Crack,Preventive,3,53,5,4.0,63,66,C12,2026-08-29,54.15,Medium
M-001494,TR-0069,Traction,Isolator,OHE Wear,Preventive,3,51,13,1.5,55,61,C13,2026-08-28,57.2,Medium
M-001495,EN-0071,Engineering,Ballast,Rail Wear,Overdue,4,29,4,4.0,59,55,C19,2026-08-26,47.75,Medium
M-001496,EN-0069,Engineering,Track,Track Geometry Deviation,Overdue,2,24,18,0.5,44,16,C08,2026-08-26,39.9,Low
M-001497,TR-0097,Traction,Insulator,Insulator Defect,Overdue,1,96,11,1.0,22,53,C08,2026-08-28,53.4,Medium
M-001498,EN-0075,Engineering,Track,Rail Wear,Preventive,5,63,20,0.5,79,63,C10,2026-08-27,79.15,High
M-001499,EN-0131,Engineering,Track,Rail Crack,Preventive,4,31,17,0.5,70,54,C05,2026-08-27,60.15,High
M-001500,EN-0026,Engineering,Rail,Rail Crack,Inspection,1,58,2,1.5,9,44,C19,2026-08-31,31.3,Low
M-001501,TR-0128,Traction,OHE,Isolator Defect,Corrective,5,80,12,1.5,85,80,C01,2026-08-28,82.0,Critical
M-001502,TR-0107,Traction,Insulator,Isolator Defect,Inspection,5,94,0,4.0,90,88,C16,2026-08-29,79.4,High
M-001503,S&-0062,S&T,Interlocking,Interlocking Fault,Overdue,4,39,28,1.5,67,26,C12,2026-08-29,60.0,Medium
M-001504,EN-0084,Engineering,Track,Sleeper Defect,Preventive,1,63,3,0.5,21,40,C06,2026-08-31,35.35,Low
M-001505,TR-0096,Traction,Feeder,Feeder Inspection Overdue,Corrective,2,77,15,1.0,19,46,C09,2026-08-31,53.05,Medium
M-001506,EN-0082,Engineering,Rail,Sleeper Defect,Preventive,1,70,16,1.5,13,29,C10,2026-08-28,43.95,Medium
M-001507,TR-0113,Traction,OHE,OHE Wear,Inspection,4,24,31,1.0,77,32,C07,2026-08-31,58.4,Medium
M-001508,S&-0060,S&T,Point Machine,Point Machine Degradation,Overdue,3,61,6,1.0,58,54,C16,2026-08-26,54.5,Medium
M-001509,EN-0021,Engineering,Ballast,Rail Crack,Preventive,1,59,9,2.0,17,29,C08,2026-08-27,36.2,Low
M-001510,S&-0022,S&T,Point Machine,Interlocking Fault,Inspection,1,31,23,4.0,17,9,C11,2026-08-28,33.05,Low
M-001511,S&-0065,S&T,Signal,Track Circuit Fault,Corrective,4,46,5,0.5,80,60,C07,2026-08-31,58.55,Medium
M-001512,EN-0142,Engineering,Ballast,Rail Crack,Inspection,3,80,0,4.0,59,59,C02,2026-08-27,56.65,Medium
M-001513,TR-0124,Traction,OHE,Isolator Defect,Overdue,4,43,11,2.0,72,61,C03,2026-08-31,60.7,High
M-001514,EN-0150,Engineering,Ballast,Sleeper Defect,Inspection,5,37,0,1.0,80,41,C09,2026-08-27,53.25,Medium
M-001515,EN-0111,Engineering,Rail,Rail Crack,Preventive,3,45,6,1.0,52,63,C09,2026-08-27,49.85,Medium
M-001516,TR-0118,Traction,Feeder,Isolator Defect,Corrective,1,66,9,1.0,24,44,C20,2026-08-29,41.95,Medium
M-001517,EN-0064,Engineering,Sleeper,Rail Wear,Corrective,1,66,1,0.5,22,53,C09,2026-08-26,36.9,Low
M-001518,EN-0044,Engineering,Rail,Rail Crack,Preventive,1,69,16,2.0,19,27,C04,2026-08-30,44.55,Medium
M-001519,EN-0167,Engineering,Rail,Track Geometry Deviation,Preventive,1,79,17,2.0,30,57,C07,2026-08-31,55.0,Medium
M-001520,S&-0052,S&T,Track Circuit,Signal Failure,Inspection,2,87,12,0.5,36,53,C05,2026-08-25,58.25,Medium
M-001521,S&-0107,S&T,Signal,Interlocking Fault,Inspection,3,67,0,2.0,41,43,C08,2026-08-28,46.75,Medium
M-001522,TR-0034,Traction,OHE,Isolator Defect,Inspection,4,52,6,3.0,66,59,C05,2026-08-30,58.15,Medium
M-001523,EN-0173,Engineering,Ballast,Ballast Defect,Corrective,5,72,15,1.5,83,73,C09,2026-08-28,80.4,Critical
M-001524,S&-0108,S&T,Interlocking,Track Circuit Fault,Inspection,3,49,8,4.0,53,37,C12,2026-08-28,48.85,Medium
M-001525,TR-0029,Traction,Insulator,Isolator Defect,Inspection,1,65,14,2.0,15,56,C05,2026-08-27,45.4,Medium
M-001526,EN-0075,Engineering,Track,Track Geometry Deviation,Preventive,5,70,11,3.0,93,59,C10,2026-08-28,76.7,High
M-001527,TR-0105,Traction,OHE,Feeder Inspection Overdue,Inspection,2,59,10,1.5,39,46,C17,2026-08-27,47.9,Medium
M-001528,S&-0135,S&T,Interlocking,Interlocking Fault,Inspection,2,56,15,1.0,38,44,C18,2026-08-27,50.25,Medium
M-001529,EN-0113,Engineering,Rail,Rail Wear,Inspection,3,73,17,1.0,52,56,C08,2026-08-30,65.45,High
M-001530,S&-0055,S&T,Track Circuit,Point Machine Degradation,Inspection,1,86,0,3.0,30,56,C17,2026-08-29,44.2,Medium
M-001531,TR-0098,Traction,OHE,Insulator Defect,Inspection,3,76,3,1.0,42,63,C05,2026-08-25,54.9,Medium
M-001532,TR-0026,Traction,Insulator,OHE Wear,Corrective,2,65,10,0.5,33,43,C18,2026-08-28,48.05,Medium
M-001533,S&-0133,S&T,Point Machine,Point Machine Degradation,Corrective,3,79,6,1.5,45,74,C13,2026-08-25,60.3,High
M-001534,S&-0138,S&T,Interlocking,Point Machine Degradation,Inspection,4,32,17,3.0,74,45,C02,2026-08-30,59.9,Medium
M-001535,TR-0073,Traction,Insulator,OHE Wear,Overdue,2,38,5,0.5,33,41,C16,2026-08-25,35.9,Low
M-001536,TR-0036,Traction,OHE,Feeder Inspection Overdue,Corrective,4,31,16,1.5,70,58,C08,2026-08-25,60.0,Medium
M-001537,TR-0126,Traction,Feeder,OHE Wear,Overdue,3,60,0,1.5,50,49,C05,2026-08-28,47.35,Medium
M-001538,TR-0072,Traction,OHE,Insulator Defect,Inspection,1,78,0,0.5,24,62,C03,2026-08-30,41.5,Medium
M-001539,TR-0110,Traction,Isolator,Isolator Defect,Corrective,2,100,7,3.0,17,68,C06,2026-08-27,56.85,Medium
M-001540,S&-0056,S&T,Track Circuit,Signal Failure,Corrective,1,57,3,4.0,17,59,C16,2026-08-28,35.6,Low
M-001541,EN-0086,Engineering,Sleeper,Ballast Defect,Preventive,5,69,14,1.0,98,74,C06,2026-08-31,81.9,Critical
M-001542,EN-0092,Engineering,Ballast,Rail Wear,Overdue,2,92,13,2.0,38,61,C11,2026-08-26,62.1,High
M-001543,TR-0113,Traction,OHE,Isolator Defect,Inspection,2,47,4,1.0,28,56,C07,2026-08-27,39.1,Low
M-001544,S&-0056,S&T,Track Circuit,Track Circuit Fault,Overdue,3,39,15,2.0,49,44,C16,2026-08-31,51.35,Medium
M-001545,S&-0071,S&T,Interlocking,Point Machine Degradation,Preventive,5,63,7,1.0,90,70,C02,2026-08-27,72.65,High
M-001546,TR-0044,Traction,Feeder,Feeder Inspection Overdue,Inspection,2,14,3,0.5,32,20,C05,2026-08-25,23.85,Low
M-001547,EN-0042,Engineering,Rail,Track Geometry Deviation,Corrective,5,22,3,4.0,100,38,C09,2026-08-25,54.55,Medium
M-001548,EN-0078,Engineering,Track,Sleeper Defect,Inspection,5,50,0,1.0,83,55,C06,2026-08-30,59.85,Medium
M-001549,S&-0017,S&T,Signal,Track Circuit Fault,Inspection,3,100,1,3.0,54,72,C14,2026-08-27,64.35,High
M-001550,EN-0087,Engineering,Sleeper,Rail Wear,Inspection,4,83,21,4.0,76,81,C07,2026-08-30,83.25,Critical
M-001551,S&-0018,S&T,Interlocking,Point Machine Degradation,Inspection,3,62,15,2.0,55,54,C15,2026-08-27,60.95,High
M-001552,S&-0074,S&T,Point Machine,Interlocking Fault,Overdue,4,46,4,1.5,61,49,C12,2026-08-31,52.35,Medium
M-001553,TR-0063,Traction,Insulator,Insulator Defect,Overdue,3,93,3,4.0,61,78,C09,2026-08-29,66.05,High
M-001554,TR-0048,Traction,Insulator,Isolator Defect,Preventive,2,74,6,4.0,30,63,C17,2026-08-31,50.15,Medium
M-001555,EN-0169,Engineering,Rail,Track Geometry Deviation,Corrective,3,100,4,3.0,62,67,C18,2026-08-30,67.45,High
M-001556,TR-0051,Traction,OHE,OHE Wear,Corrective,5,53,9,1.0,87,57,C18,2026-08-26,68.6,High
M-001557,S&-0027,S&T,Signal,Point Machine Degradation,Inspection,5,77,0,4.0,88,73,C17,2026-08-29,71.65,High
M-001558,EN-0121,Engineering,Sleeper,Track Geometry Deviation,Overdue,5,21,7,0.5,88,36,C04,2026-08-25,54.55,Medium
M-001559,EN-0011,Engineering,Rail,Rail Crack,Preventive,3,55,22,3.0,57,48,C12,2026-08-26,62.1,High
M-001560,EN-0159,Engineering,Track,Ballast Defect,Inspection,3,41,0,1.0,46,46,C08,2026-08-30,40.4,Medium
M-001561,S&-0007,S&T,Track Circuit,Track Circuit Fault,Inspection,5,49,3,1.5,88,71,C12,2026-08-30,65.2,High
M-001562,TR-0010,Traction,OHE,Insulator Defect,Corrective,5,73,11,4.0,91,84,C12,2026-08-30,80.95,Critical
M-001563,TR-0026,Traction,Insulator,Isolator Defect,Corrective,4,51,7,4.0,71,70,C18,2026-08-30,61.25,High
M-001564,EN-0007,Engineering,Ballast,Sleeper Defect,Preventive,4,57,7,1.0,60,48,C15,2026-08-29,57.55,Medium
M-001565,S&-0121,S&T,Track Circuit,Track Circuit Fault,Corrective,5,91,4,1.5,92,93,C11,2026-08-30,82.65,Critical
M-001566,S&-0063,S&T,Track Circuit,Signal Failure,Overdue,5,77,2,0.5,83,73,C11,2026-08-25,72.15,High
M-001567,TR-0037,Traction,OHE,Feeder Inspection Overdue,Overdue,2,83,13,2.0,37,69,C04,2026-08-28,60.4,High
M-001568,EN-0160,Engineering,Rail,Rail Wear,Preventive,2,89,0,1.5,44,63,C19,2026-08-27,52.95,Medium
M-001569,S&-0074,S&T,Point Machine,Point Machine Degradation,Overdue,3,65,0,1.5,55,46,C12,2026-08-30,49.4,Medium
M-001570,EN-0027,Engineering,Rail,Rail Wear,Corrective,4,25,21,3.0,73,40,C05,2026-08-27,59.1,Medium
M-001571,TR-0001,Traction,OHE,Isolator Defect,Corrective,3,78,17,2.0,64,66,C03,2026-08-25,70.85,High
M-001572,EN-0026,Engineering,Rail,Ballast Defect,Corrective,1,64,17,1.0,22,38,C19,2026-08-29,46.05,Medium
M-001573,S&-0070,S&T,Interlocking,Interlocking Fault,Corrective,1,59,7,0.5,23,37,C02,2026-08-25,37.1,Low
M-001574,S&-0037,S&T,Signal,Track Circuit Fault,Overdue,2,58,12,2.0,44,44,C01,2026-08-26,49.8,Medium
M-001575,EN-0078,Engineering,Track,Rail Crack,Corrective,2,63,23,1.0,54,31,C06,2026-08-27,57.35,Medium
M-001576,EN-0042,Engineering,Rail,Rail Crack,Inspection,1,32,23,4.0,15,18,C09,2026-08-26,34.3,Low
M-001577,EN-0119,Engineering,Sleeper,Track Geometry Deviation,Overdue,3,57,1,1.5,46,39,C14,2026-08-31,44.9,Medium
M-001578,S&-0003,S&T,Track Circuit,Track Circuit Fault,Overdue,2,59,13,1.0,43,67,C20,2026-08-28,54.1,Medium
M-001579,S&-0027,S&T,Signal,Interlocking Fault,Overdue,3,74,0,4.0,53,67,C17,2026-08-29,54.85,Medium
M-001580,EN-0018,Engineering,Rail,Rail Crack,Corrective,4,53,3,0.5,68,54,C07,2026-08-30,55.85,Medium
M-001581,S&-0073,S&T,Interlocking,Track Circuit Fault,Preventive,2,47,16,4.0,38,43,C04,2026-08-30,48.15,Medium
M-001582,S&-0127,S&T,Signal,Interlocking Fault,Corrective,5,49,23,0.5,70,70,C08,2026-08-25,74.2,High
M-001583,S&-0110,S&T,Interlocking,Signal Failure,Inspection,2,54,0,1.0,34,58,C19,2026-08-26,39.7,Low
M-001584,TR-0066,Traction,OHE,Feeder Inspection Overdue,Corrective,4,41,4,1.0,69,46,C09,2026-08-28,52.0,Medium
M-001585,S&-0027,S&T,Signal,Track Circuit Fault,Inspection,1,64,0,1.5,25,48,C17,2026-08-26,35.4,Low
M-001586,EN-0114,Engineering,Rail,Rail Wear,Overdue,2,45,13,0.5,38,36,C08,2026-08-31,44.25,Medium
M-001587,EN-0113,Engineering,Rail,Sleeper Defect,Overdue,4,64,11,0.5,80,65,C08,2026-08-31,69.2,High
M-001588,TR-0116,Traction,Insulator,OHE Wear,Preventive,5,29,0,1.0,90,41,C20,2026-08-25,52.85,Medium
M-001589,TR-0111,Traction,OHE,Insulator Defect,Preventive,2,51,10,4.0,37,36,C03,2026-08-27,43.6,Medium
M-001590,S&-0072,S&T,Point Machine,Point Machine Degradation,Preventive,5,65,3,4.0,95,82,C15,2026-08-30,73.05,High
M-001591,EN-0105,Engineering,Ballast,Rail Crack,Preventive,5,18,5,3.0,98,47,C01,2026-08-27,55.8,Medium
M-001592,TR-0050,Traction,OHE,Isolator Defect,Preventive,5,27,15,2.0,95,44,C16,2026-08-31,64.95,High
M-001593,S&-0114,S&T,Point Machine,Interlocking Fault,Preventive,3,53,7,1.5,56,60,C16,2026-08-26,53.35,Medium
M-001594,S&-0135,S&T,Interlocking,Signal Failure,Corrective,2,44,0,0.5,35,34,C18,2026-08-30,33.3,Low
M-001595,EN-0026,Engineering,Rail,Ballast Defect,Overdue,2,55,23,0.5,43,44,C19,2026-08-28,54.7,Medium
M-001596,S&-0132,S&T,Track Circuit,Point Machine Degradation,Inspection,3,82,3,1.0,60,61,C17,2026-08-29,60.0,Medium
M-001597,TR-0095,Traction,Feeder,Feeder Inspection Overdue,Inspection,4,86,10,1.5,76,77,C04,2026-08-30,76.05,High
M-001598,S&-0072,S&T,Point Machine,Interlocking Fault,Inspection,5,58,0,4.0,97,72,C15,2026-08-29,67.6,High
M-001599,S&-0121,S&T,Track Circuit,Point Machine Degradation,Inspection,3,86,15,3.0,52,71,C11,2026-08-28,70.1,High
M-001600,EN-0162,Engineering,Rail,Track Geometry Deviation,Overdue,1,79,0,1.5,15,38,C15,2026-08-31,36.4,Low
M-001601,S&-0009,S&T,Signal,Point Machine Degradation,Corrective,3,74,9,1.0,70,65,C01,2026-08-31,64.7,High
M-001602,TR-0019,Traction,Feeder,OHE Wear,Overdue,4,53,8,1.5,68,55,C02,2026-08-31,59.75,Medium
M-001603,TR-0042,Traction,Isolator,Feeder Inspection Overdue,Preventive,3,60,22,3.0,51,45,C18,2026-08-31,61.95,High
M-001604,S&-0020,S&T,Signal,Interlocking Fault,Inspection,1,66,0,4.0,20,40,C16,2026-08-29,33.8,Low
M-001605,TR-0019,Traction,Feeder,Feeder Inspection Overdue,Inspection,5,65,10,3.0,75,67,C02,2026-08-31,72.05,High
M-001606,TR-0115,Traction,OHE,Insulator Defect,Preventive,1,73,0,4.0,16,38,C04,2026-08-25,34.8,Low
M-001607,S&-0006,S&T,Signal,Track Circuit Fault,Corrective,3,40,13,4.0,45,46,C16,2026-08-28,49.65,Medium
M-001608,EN-0066,Engineering,Sleeper,Rail Crack,Preventive,2,54,10,2.0,34,52,C15,2026-08-31,46.3,Medium
M-001609,EN-0121,Engineering,Sleeper,Rail Wear,Preventive,1,32,7,4.0,24,28,C04,2026-08-26,27.85,Low
M-001610,S&-0056,S&T,Track Circuit,Point Machine Degradation,Preventive,5,47,8,2.0,91,68,C16,2026-08-29,68.5,High
M-001611,S&-0016,S&T,Signal,Interlocking Fault,Overdue,2,75,4,1.0,39,57,C15,2026-08-29,49.85,Medium
M-001612,TR-0082,Traction,Feeder,OHE Wear,Preventive,2,94,2,1.0,26,67,C07,2026-08-29,52.95,Medium
M-001613,EN-0063,Engineering,Sleeper,Ballast Defect,Corrective,5,46,0,3.0,75,48,C19,2026-08-25,56.0,Medium
M-001614,EN-0161,Engineering,Sleeper,Sleeper Defect,Corrective,4,71,2,4.0,75,60,C03,2026-08-27,62.8,High
M-001615,S&-0131,S&T,Signal,Interlocking Fault,Preventive,3,84,5,4.0,56,67,C08,2026-08-26,62.2,High
M-001616,S&-0005,S&T,Signal,Signal Failure,Overdue,4,58,8,3.0,85,65,C01,2026-08-31,66.15,High
M-001617,TR-0034,Traction,OHE,OHE Wear,Inspection,2,55,8,1.0,28,44,C05,2026-08-25,42.7,Medium
M-001618,TR-0103,Traction,Isolator,Insulator Defect,Overdue,4,61,5,3.0,88,64,C20,2026-08-26,65.25,High
M-001619,EN-0084,Engineering,Track,Sleeper Defect,Overdue,5,72,0,1.0,78,57,C06,2026-08-25,65.75,High
M-001620,S&-0036,S&T,Interlocking,Signal Failure,Corrective,1,63,5,4.0,22,49,C02,2026-08-31,38.4,Low
M-001621,S&-0002,S&T,Point Machine,Point Machine Degradation,Inspection,1,71,9,3.0,33,57,C19,2026-08-26,47.2,Medium
M-001622,TR-0087,Traction,Isolator,Isolator Defect,Inspection,4,93,8,1.0,58,89,C16,2026-08-29,74.85,High
M-001623,EN-0103,Engineering,Ballast,Rail Wear,Overdue,4,58,0,0.5,73,52,C15,2026-08-30,55.8,Medium
M-001624,S&-0065,S&T,Signal,Interlocking Fault,Inspection,2,52,11,4.0,47,47,C07,2026-08-29,48.3,Medium
M-001625,TR-0127,Traction,Feeder,Isolator Defect,Inspection,4,78,8,4.0,71,66,C16,2026-08-27,69.5,High
M-001626,TR-0070,Traction,OHE,OHE Wear,Preventive,5,92,12,2.0,93,82,C13,2026-08-30,87.5,Critical
M-001627,S&-0081,S&T,Track Circuit,Signal Failure,Corrective,3,85,12,3.0,52,63,C19,2026-08-30,66.35,High
M-001628,S&-0136,S&T,Interlocking,Interlocking Fault,Preventive,2,67,8,1.5,31,45,C18,2026-08-25,47.05,Medium
M-001629,TR-0123,Traction,Insulator,OHE Wear,Overdue,4,53,0,1.0,69,58,C13,2026-08-31,54.4,Medium
M-001630,EN-0086,Engineering,Sleeper,Ballast Defect,Preventive,2,77,0,1.0,29,40,C06,2026-08-31,42.9,Medium
M-001631,EN-0077,Engineering,Ballast,Track Geometry Deviation,Preventive,4,74,6,1.5,72,66,C16,2026-08-31,67.0,High
M-001632,EN-0005,Engineering,Sleeper,Sleeper Defect,Inspection,5,53,10,4.0,97,61,C10,2026-08-25,71.95,High
M-001633,EN-0148,Engineering,Track,Rail Wear,Preventive,4,78,19,2.0,76,65,C06,2026-08-29,78.6,High
M-001634,S&-0098,S&T,Track Circuit,Track Circuit Fault,Preventive,5,62,6,2.0,80,60,C12,2026-08-29,68.1,High
M-001635,EN-0091,Engineering,Track,Ballast Defect,Corrective,2,87,2,1.0,30,56,C03,2026-08-30,50.0,Medium
M-001636,TR-0036,Traction,OHE,Isolator Defect,Overdue,4,37,18,3.0,77,54,C08,2026-08-28,64.1,High
M-001637,S&-0053,S&T,Interlocking,Interlocking Fault,Corrective,1,93,12,3.0,12,55,C06,2026-08-30,51.55,Medium
M-001638,S&-0066,S&T,Signal,Track Circuit Fault,Overdue,4,32,13,1.5,70,44,C05,2026-08-28,55.95,Medium
M-001639,S&-0134,S&T,Signal,Signal Failure,Inspection,5,79,0,1.5,88,75,C07,2026-08-26,72.55,High
M-001640,EN-0036,Engineering,Track,Rail Crack,Corrective,2,62,20,2.0,15,59,C16,2026-08-28,53.45,Medium
M-001641,EN-0064,Engineering,Sleeper,Track Geometry Deviation,Preventive,2,65,4,2.0,32,46,C09,2026-08-27,43.8,Medium
M-001642,EN-0143,Engineering,Rail,Track Geometry Deviation,Corrective,3,68,4,1.5,46,55,C14,2026-08-29,52.85,Medium
M-001643,EN-0059,Engineering,Ballast,Rail Crack,Overdue,3,67,4,2.0,51,56,C11,2026-08-29,53.7,Medium
M-001644,S&-0103,S&T,Point Machine,Point Machine Degradation,Inspection,1,92,11,2.0,32,69,C18,2026-08-28,56.6,Medium
M-001645,EN-0090,Engineering,Ballast,Sleeper Defect,Preventive,5,43,9,3.0,86,71,C17,2026-08-31,67.5,High
M-001646,TR-0035,Traction,Feeder,Insulator Defect,Corrective,1,27,18,4.0,26,17,C04,2026-08-27,33.35,Low
M-001647,S&-0096,S&T,Interlocking,Point Machine Degradation,Inspection,4,33,12,1.0,69,34,C09,2026-08-30,53.8,Medium
M-001648,TR-0084,Traction,Isolator,Isolator Defect,Inspection,5,91,12,4.0,78,78,C18,2026-08-26,83.6,Critical
M-001649,TR-0045,Traction,OHE,Isolator Defect,Preventive,1,20,1,4.0,15,34,C20,2026-08-28,18.85,Low
M-001650,EN-0065,Engineering,Track,Track Geometry Deviation,Inspection,2,57,7,0.5,39,55,C15,2026-08-26,46.4,Medium
M-001651,EN-0099,Engineering,Ballast,Sleeper Defect,Overdue,5,41,3,1.5,92,50,C02,2026-08-25,60.45,High
M-001652,TR-0055,Traction,OHE,Insulator Defect,Preventive,3,60,0,0.5,66,61,C20,2026-08-27,52.35,Medium
M-001653,TR-0048,Traction,Insulator,Isolator Defect,Overdue,2,65,6,2.0,34,47,C17,2026-08-28,45.85,Medium
M-001654,EN-0117,Engineering,Rail,Track Geometry Deviation,Preventive,1,42,18,0.5,15,35,C09,2026-08-28,38.35,Low
M-001655,EN-0143,Engineering,Rail,Ballast Defect,Inspection,3,81,14,4.0,48,65,C14,2026-08-29,66.15,High
M-001656,S&-0084,S&T,Point Machine,Interlocking Fault,Inspection,5,86,2,1.5,89,87,C14,2026-08-26,78.15,High
M-001657,TR-0070,Traction,OHE,Insulator Defect,Overdue,3,98,10,1.5,65,81,C13,2026-08-26,74.05,High
M-001658,TR-0069,Traction,Isolator,Isolator Defect,Overdue,4,51,11,2.0,63,58,C13,2026-08-31,60.85,High
M-001659,EN-0051,Engineering,Sleeper,Rail Wear,Preventive,4,54,3,2.0,68,49,C11,2026-08-27,55.4,Medium
M-001660,S&-0009,S&T,Signal,Signal Failure,Inspection,3,81,16,4.0,62,59,C01,2026-08-29,69.55,High
M-001661,TR-0009,Traction,Isolator,Feeder Inspection Overdue,Preventive,1,63,4,4.0,22,41,C03,2026-08-26,36.45,Low
M-001662,EN-0109,Engineering,Sleeper,Sleeper Defect,Inspection,4,77,24,3.0,75,87,C07,2026-08-31,82.15,Critical
M-001663,EN-0021,Engineering,Ballast,Track Geometry Deviation,Preventive,3,60,29,4.0,44,48,C08,2026-08-26,61.0,High
M-001664,EN-0039,Engineering,Sleeper,Ballast Defect,Overdue,4,64,7,2.0,60,62,C19,2026-08-30,61.75,High
M-001665,EN-0136,Engineering,Sleeper,Ballast Defect,Corrective,3,79,0,3.0,45,57,C09,2026-08-31,53.25,Medium
M-001666,S&-0094,S&T,Track Circuit,Signal Failure,Overdue,1,66,9,2.0,8,46,C16,2026-08-26,39.05,Low
M-001667,TR-0099,Traction,Isolator,Isolator Defect,Corrective,5,60,11,4.0,89,84,C13,2026-08-26,76.65,High
M-001668,TR-0088,Traction,Feeder,Insulator Defect,Corrective,5,21,9,3.0,91,41,C14,2026-08-28,57.4,Medium
M-001669,EN-0001,Engineering,Sleeper,Ballast Defect,Overdue,2,80,16,1.0,35,52,C12,2026-08-29,58.8,Medium
M-001670,S&-0130,S&T,Interlocking,Signal Failure,Corrective,3,22,2,0.5,60,32,C14,2026-08-28,36.9,Low
M-001671,S&-0011,S&T,Point Machine,Interlocking Fault,Overdue,3,74,6,4.0,54,62,C10,2026-08-28,58.8,Medium
M-001672,S&-0029,S&T,Interlocking,Signal Failure,Preventive,1,58,16,1.5,21,32,C08,2026-08-25,42.4,Medium
M-001673,S&-0128,S&T,Point Machine,Interlocking Fault,Preventive,4,54,19,1.0,66,58,C12,2026-08-31,68.35,High
M-001674,S&-0037,S&T,Signal,Signal Failure,Preventive,2,54,22,1.0,25,44,C01,2026-08-31,50.8,Medium
M-001675,EN-0119,Engineering,Sleeper,Track Geometry Deviation,Inspection,3,60,0,1.5,54,51,C14,2026-08-28,48.45,Medium
M-001676,EN-0164,Engineering,Rail,Sleeper Defect,Corrective,4,34,23,1.5,70,49,C10,2026-08-28,62.55,High
M-001677,S&-0116,S&T,Interlocking,Interlocking Fault,Corrective,5,52,12,2.0,99,74,C09,2026-08-28,75.5,High
M-001678,EN-0063,Engineering,Sleeper,Rail Crack,Corrective,1,61,0,4.0,24,44,C19,2026-08-26,33.7,Low
M-001679,TR-0030,Traction,Insulator,Feeder Inspection Overdue,Preventive,2,88,0,1.5,19,75,C10,2026-08-29,49.45,Medium
M-001680,TR-0044,Traction,Feeder,Isolator Defect,Inspection,2,17,0,3.0,28,13,C05,2026-08-28,20.65,Low
M-001681,S&-0100,S&T,Point Machine,Track Circuit Fault,Preventive,2,82,0,4.0,32,59,C14,2026-08-28,47.85,Medium
M-001682,S&-0132,S&T,Track Circuit,Interlocking Fault,Inspection,1,85,1,3.0,12,62,C17,2026-08-29,41.95,Medium
M-001683,EN-0096,Engineering,Rail,Track Geometry Deviation,Corrective,3,28,0,2.0,45,35,C16,2026-08-25,34.65,Low
M-001684,EN-0144,Engineering,Ballast,Track Geometry Deviation,Overdue,4,39,4,3.0,78,54,C06,2026-08-30,54.4,Medium
M-001685,S&-0040,S&T,Point Machine,Interlocking Fault,Corrective,5,93,18,1.5,84,92,C18,2026-08-27,92.0,Critical
M-001686,EN-0176,Engineering,Sleeper,Ballast Defect,Preventive,5,67,4,4.0,84,75,C02,2026-08-27,71.15,High
M-001687,EN-0105,Engineering,Ballast,Rail Crack,Inspection,1,36,0,3.0,19,42,C01,2026-08-27,24.9,Low
M-001688,TR-0082,Traction,Feeder,Feeder Inspection Overdue,Inspection,4,76,8,0.5,72,65,C07,2026-08-26,68.95,High
M-001689,S&-0126,S&T,Point Machine,Signal Failure,Corrective,4,24,0,2.0,57,38,C01,2026-08-27,40.3,Medium
M-001690,EN-0012,Engineering,Sleeper,Sleeper Defect,Corrective,2,79,13,1.5,43,68,C20,2026-08-27,60.25,High
M-001691,S&-0020,S&T,Signal,Signal Failure,Preventive,2,83,0,1.5,38,54,C16,2026-08-28,48.6,Medium
M-001692,TR-0068,Traction,OHE,Feeder Inspection Overdue,Inspection,1,60,5,0.5,26,42,C16,2026-08-26,37.25,Low
M-001693,EN-0114,Engineering,Rail,Rail Crack,Corrective,4,53,3,1.5,87,63,C08,2026-08-30,61.0,High
M-001694,S&-0071,S&T,Interlocking,Interlocking Fault,Inspection,4,48,9,4.0,59,57,C02,2026-08-27,57.5,Medium
M-001695,S&-0035,S&T,Signal,Point Machine Degradation,Preventive,5,63,13,1.5,96,64,C07,2026-08-28,77.45,High
M-001696,EN-0034,Engineering,Sleeper,Rail Wear,Overdue,4,70,10,3.0,80,57,C03,2026-08-29,69.05,High
M-001697,S&-0089,S&T,Signal,Signal Failure,Inspection,3,63,4,1.5,45,46,C07,2026-08-31,49.8,Medium
M-001698,S&-0021,S&T,Point Machine,Track Circuit Fault,Overdue,4,67,5,1.0,72,72,C02,2026-08-30,65.05,High
M-001699,TR-0001,Traction,OHE,Isolator Defect,Overdue,5,62,0,0.5,93,71,C03,2026-08-26,67.85,High
M-001700,S&-0055,S&T,Track Circuit,Interlocking Fault,Corrective,2,67,10,4.0,41,62,C17,2026-08-25,53.1,Medium
M-001701,EN-0049,Engineering,Track,Sleeper Defect,Preventive,2,69,0,4.0,38,49,C15,2026-08-28,43.65,Medium
M-001702,EN-0149,Engineering,Sleeper,Ballast Defect,Overdue,3,59,9,1.5,52,47,C13,2026-08-31,53.9,Medium
M-001703,TR-0039,Traction,Insulator,Feeder Inspection Overdue,Corrective,2,72,22,3.0,47,57,C18,2026-08-30,62.55,High
M-001704,EN-0124,Engineering,Rail,Track Geometry Deviation,Corrective,4,100,0,1.5,58,85,C11,2026-08-29,70.35,High
M-001705,EN-0163,Engineering,Ballast,Sleeper Defect,Preventive,5,22,0,4.0,100,46,C15,2026-08-31,53.5,Medium
